"title","content","date","variant","images","verified","author","rating","product","url"
"Excellent chair","I had been using a cheap Target computer chair for a few months, since my old good-quality chair had finally given out after years of service and I didn't have the money to replace it with another good-quality model. I work at my computer for 8+ hours a day, so sitting in that chair without back support was causing me a lot of pain. I browsed around on Amazon for a few days, comparing different chairs. Overall, this one had the best reviews, so I took the plunge and ordered it. Two days later, this beauty was sitting on my front porch waiting to be assembled. Assembly: Super easy. There were MAYBE 5 steps to put it all together. All of the pieces were in the box and none of the pieces, including the actual chair part, were damaged or malformed in any way. Aesthetics: This is a nice-looking chair. The materials seem to be high-quality; no funky leather-ish smell at all either. It goes really well with my black computer monitor, black speakers, black desk, black computer, etc. Functional quality: This chair swivels and glides smoothly across the floor. The raise/lower lever doesn't stick, and the chair doesn't lower over time under my weight. I'm 5'8 and 260 lbs for reference, so it seems to be a pretty sturdy chair. It's not a tight fit when I sit down either; the seat itself is decently wide and deep. The back of the chair is sturdy yet forgiving- it's not like sitting against a brick wall, but it provides nice back support. The top of the back comes up to my ears (again, I'm 5'8 for reference). Overall, I'm very happy with my purchase and would recommend this office chair to anyone who needs a comfortable, ergonomically supportive chair.","11 Jul 2017","Color: Black","","Yes","Noneya","5.0","Furmax Office Desk Leather Gaming, High Back Ergonomic Adjustable Racing Task Swivel Executive Computer Chair Headrest and Lumbar Support (Black)","/Furmax-Ergonomic-Adjustable-Executive-Computer/product-reviews/B01LXXM5EK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It was great for 1 week with nice lower back support","It was great for 1 week with nice lower back support, but now the chair is just lowering on its own without any input...we even had this professionally assembled by Furmax...Unclear what the problem is, we've tried to tighten screws but it just keeps going down to the floor...","14 May 2018","Color: Black","","Yes","firefly","1.0","Furmax Office Desk Leather Gaming, High Back Ergonomic Adjustable Racing Task Swivel Executive Computer Chair Headrest and Lumbar Support (Black)","/Furmax-Ergonomic-Adjustable-Executive-Computer/product-reviews/B01LXXM5EK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"5 star","A very comfortable chair overall. Easy to assemble and sturdy. Nicely padded seat, back and arms.. I would certainly not hesitate to purchase it again or recommend it to others.","09 Aug 2019","Color: Black","","Yes","lucky man","5.0","Furmax Office Desk Leather Gaming, High Back Ergonomic Adjustable Racing Task Swivel Executive Computer Chair Headrest and Lumbar Support (Black)","/Furmax-Ergonomic-Adjustable-Executive-Computer/product-reviews/B01LXXM5EK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"It may look like a great value, but don't waste your money.","***UPDATE*** Okay, so after just 4 months this chair completely fell apart. Sometimes, it's not just about the price tag. The price tag is often an indicator of a product made with weak materials and, in just four months, this chair proved to be a complete waste of money. ***ORIGINAL REVIEW*** Amazing value. I only bought this after going to office depot and seeing how expensive their selection was. I thought it would be a time saver to buy in person rather than having to wait for shipping, but my order came within 3 business days. It was extremely easy to set up and boy is this chair comfortable. It is wide enough for larger people like myself and has lots of cushion. Really really happy with the purchase.","27 Apr 2018","Color: Black","","Yes","Amazon Customer","1.0","Furmax Office Desk Leather Gaming, High Back Ergonomic Adjustable Racing Task Swivel Executive Computer Chair Headrest and Lumbar Support (Black)","/Furmax-Ergonomic-Adjustable-Executive-Computer/product-reviews/B01LXXM5EK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Item was fine for the price","Item was fine for the price, decent quality material and pretty comfortable. But my reason for such a low review is due to problems with the product and bad support team from the seller. I had it for 3 months and already had problems with the gas lift, they sent another one and I replaced it and that one is also messing up. I asked for the whole thing to be replaced since its clearly a manufactured problem with the gas lifts I assume, but since I was over the days I couldnt get a replacement. Just a gas lift sent to me. I take very good care of all of my things so its not a problem on my end. Unfortunately there is nothing else I can do about this chair messing up. I would not recommend this chair to anyone, you're probably better off spending a bit more money to make sure you are getting a quality chair.","04 Aug 2018","Color: Black","","Yes","Mauro Duran","1.0","Furmax Office Desk Leather Gaming, High Back Ergonomic Adjustable Racing Task Swivel Executive Computer Chair Headrest and Lumbar Support (Black)","/Furmax-Ergonomic-Adjustable-Executive-Computer/product-reviews/B01LXXM5EK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Best posture I've ever had!","I bought this to replace an old desk chair that I've had for years, and my back feels SO much better! This is the first computer chair I've had that feels actually comfortable, including all the chairs I've used at the office. I've never had good posture sitting at a computer, and I always catch myself slouching or leaning too far forward, but with this chair it's effortless. I'm surprised by how great this chair is for such a reasonable price! With that being said, because it's in a lower price tier, it doesn't have all the bells and whistles you might expect. You can't adjust the seat depth, the armrests, the back height, etc....really you only get to raise/lower the seat and switch between rocking (it doesn't rock very far) and non-rocking. It would be nice to be able to adjust the height of the back a little bit, but I'm okay with not having that option. The material is faux-leather and it has a bit of a chemical smell right out of the box, but it fades quickly. It looks great and appears to be put together pretty well--not perfect, but well enough that you won't notice if you aren't paying attention. Assembly was very simple, with easy-to-read instructions and no additional tools required. It would be a little easier to assemble with two people, but I managed just fine on my own.","08 Jul 2018","Color: Black","","Yes","Amazon Customer","5.0","Furmax Office Desk Leather Gaming, High Back Ergonomic Adjustable Racing Task Swivel Executive Computer Chair Headrest and Lumbar Support (Black)","/Furmax-Ergonomic-Adjustable-Executive-Computer/product-reviews/B01LXXM5EK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Nice and comfortable.","I usually spend 6 hours in my office to do my business work. My back hurts lots. Lately I bought this new chair. I can’t believe how comfortable it is. The seat is harder than the one I bought before. And it’s easy to adjust. Price is good too. Recommend to all. Like the hard surface. Nice.","27 Aug 2020","Color: Black","https://images-na.ssl-images-amazon.com/images/I/61CZInnEzqL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71BmWo4hGML._SY88.jpg","Yes","Shao","5.0","High Back Office Chair - Executive Bonded Leather Computer Desk Swivel Task Chair W/Rocking Function, Black","/High-Back-Office-Chair-Executive/product-reviews/B08B5YRKL7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Very comfortable office chair with a good price","This chair is very comfortable where the back support, seat pad and handles are all very soft. I bought this chair to replace my IKEA chair which is harder and causes pain when I sat in it for long. As a programmer who sits on his chair all day, I'm very satisfied with this purchase.","27 Aug 2020","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71LhfHlO63L._SY88.jpg","Yes","Eli","5.0","High Back Office Chair - Executive Bonded Leather Computer Desk Swivel Task Chair W/Rocking Function, Black","/High-Back-Office-Chair-Executive/product-reviews/B08B5YRKL7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"High quality with low price","I just got my chair today, and this office chair has high quality at low price. I spent over 300 dollars on my last office chair at the office depot, and this one almost has the same quality and comfort level. The design of this chair very matches body mechanics, and it only costs like 100 bucks!!!! The instruction is very clear, and installation is easy. I like this chair very much!!! It is a good experience for me!","22 Aug 2020","Color: Black","","Yes","YING DAI","5.0","High Back Office Chair - Executive Bonded Leather Computer Desk Swivel Task Chair W/Rocking Function, Black","/High-Back-Office-Chair-Executive/product-reviews/B08B5YRKL7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"comfortable chair","looks good, easy to assemble, be ware that many of the parts are inside the back of the chair.","27 Aug 2020","Color: Black","https://images-na.ssl-images-amazon.com/images/I/71X-a3NRDyL._SY88.jpg","Yes","Leohan","5.0","High Back Office Chair - Executive Bonded Leather Computer Desk Swivel Task Chair W/Rocking Function, Black","/High-Back-Office-Chair-Executive/product-reviews/B08B5YRKL7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Comfortable with good back support","I was sent home to work remotely.  I feel glade that I found this office chair.  It has good back support and smooth roller.  There is also a  rocking function of 90 to 110 degree. It has good back and head support because of the thick headrest.  The seat cushion is also double padded.  Therefore, sitting here 8 hours straight makes me very comfortable. Thanks to this office chair. As a new work from home folks, this is a nice find. Very happy","06 Sep 2020","Color: Black","https://images-na.ssl-images-amazon.com/images/I/61JaPsSyYQL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61s+jy1JGDL._SY88.jpg","Yes","JCT886","5.0","High Back Office Chair - Executive Bonded Leather Computer Desk Swivel Task Chair W/Rocking Function, Black","/High-Back-Office-Chair-Executive/product-reviews/B08B5YRKL7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
